iso_code,location,continent,date,new_cases,new_cases_per_million,new_cases_smoothed,new_cases_smoothed_per_million,new_deaths,new_deaths_per_million,new_deaths_smoothed,new_deaths_smoothed_per_million,new_tests,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,new_vaccinations,new_vaccinations_smoothed,new_vaccinations_smoothed_per_million,people_fully_vaccinated,people_fully_vaccinated_per_hundred,people_vaccinated,people_vaccinated_per_hundred,positive_rate,tests_per_case,tests_units,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,total_tests,total_tests_per_thousand,total_vaccinations,total_vaccinations_per_hundred
MYS,Malaysia,Asia,2020-09-03,14,0.427,11.143,0.34,0,0,0.429,0.013,7429,0.227,8459,0.258,,,,,,,,0.001,759.1,people tested,9374,286,128,3.905,1347107,41.1,,
MYS,Malaysia,Asia,2020-09-04,11,0.336,11.286,0.344,0,0,0.429,0.013,6214,0.19,8307,0.253,,,,,,,,0.001,736,people tested,9385,286.336,128,3.905,1353321,41.29,,
MYS,Malaysia,Asia,2020-09-05,6,0.183,10.571,0.323,0,0,0.286,0.009,5920,0.181,7890,0.241,,,,,,,,0.001,746.4,people tested,9391,286.519,128,3.905,1359241,41.47,,
MYS,Malaysia,Asia,2020-09-06,6,0.183,9,0.275,0,0,0.143,0.004,5755,0.176,7354,0.224,,,,,,,,0.001,817.1,people tested,9397,286.702,128,3.905,1364996,41.646,,
MYS,Malaysia,Asia,2020-09-07,62,1.892,17,0.519,0,0,0.143,0.004,6132,0.187,6941,0.212,,,,,,,,0.002,408.3,people tested,9459,288.594,128,3.905,1371128,41.833,,
MYS,Malaysia,Asia,2020-09-08,100,3.051,29.286,0.894,0,0,0,0,8909,0.272,7020,0.214,,,,,,,,0.004,239.7,people tested,9559,291.645,128,3.905,1380037,42.105,,
MYS,Malaysia,Asia,2020-09-09,24,0.732,31.857,0.972,0,0,0,0,8270,0.252,6947,0.212,,,,,,,,0.005,218.1,people tested,9583,292.377,128,3.905,1388307,42.357,,
MYS,Malaysia,Asia,2020-09-10,45,1.373,36.286,1.107,0,0,0,0,11032,0.337,7462,0.228,,,,,,,,0.005,205.6,people tested,9628,293.75,128,3.905,1399339,42.694,,
MYS,Malaysia,Asia,2020-09-11,182,5.553,60.714,1.852,0,0,0,0,9670,0.295,7955,0.243,,,,,,,,0.008,131,people tested,9810,299.303,128,3.905,1409009,42.989,,
MYS,Malaysia,Asia,2020-09-12,58,1.77,68.143,2.079,0,0,0,0,7660,0.234,8204,0.25,,,,,,,,0.008,120.4,people tested,9868,301.072,128,3.905,1416669,43.222,,
MYS,Malaysia,Asia,2020-09-13,47,1.434,74,2.258,0,0,0,0,9375,0.286,8721,0.266,,,,,,,,0.008,117.9,people tested,9915,302.506,128,3.905,1426044,43.509,,
MYS,Malaysia,Asia,2020-09-14,31,0.946,69.571,2.123,1,0.031,0.143,0.004,11625,0.355,9506,0.29,,,,,,,,0.007,136.6,people tested,9946,303.452,129,3.936,1437669,43.863,,
MYS,Malaysia,Asia,2020-09-15,23,0.702,58.571,1.787,0,0,0.143,0.004,11335,0.346,9852,0.301,,,,,,,,0.006,168.2,people tested,9969,304.154,129,3.936,1449004,44.209,,
MYS,Malaysia,Asia,2020-09-16,62,1.892,64,1.953,0,0,0.143,0.004,7417,0.226,9731,0.297,,,,,,,,0.007,152,people tested,10031,306.045,129,3.936,1456421,44.435,,
MYS,Malaysia,Asia,2020-09-17,21,0.641,60.571,1.848,0,0,0.143,0.004,8830,0.269,9416,0.287,,,,,,,,0.006,155.5,people tested,10052,306.686,129,3.936,1465251,44.705,,
MYS,Malaysia,Asia,2020-09-18,95,2.898,48.143,1.469,1,0.031,0.286,0.009,9236,0.282,9354,0.285,,,,,,,,0.005,194.3,people tested,10147,309.584,130,3.966,1474487,44.987,,
MYS,Malaysia,Asia,2020-09-19,20,0.61,42.714,1.303,1,0.031,0.429,0.013,9104,0.278,9560,0.292,,,,,,,,0.004,223.8,people tested,10167,310.195,131,3.997,1483591,45.264,,
MYS,Malaysia,Asia,2020-09-20,52,1.587,43.429,1.325,0,0,0.429,0.013,8344,0.255,9413,0.287,,,,,,,,0.005,216.7,people tested,10219,311.781,131,3.997,1491935,45.519,,
MYS,Malaysia,Asia,2020-09-21,57,1.739,47.143,1.438,0,0,0.286,0.009,10198,0.311,9209,0.281,,,,,,,,0.005,195.3,people tested,10276,313.52,131,3.997,1502133,45.83,,
MYS,Malaysia,Asia,2020-09-22,82,2.502,55.571,1.695,1,0.031,0.429,0.013,12222,0.373,9336,0.285,,,,,,,,0.006,168,people tested,10358,316.022,132,4.027,1514355,46.203,,
MYS,Malaysia,Asia,2020-09-23,147,4.485,67.714,2.066,1,0.031,0.571,0.017,10355,0.316,9756,0.298,,,,,,,,0.007,144.1,people tested,10505,320.507,133,4.058,1524710,46.519,,
MYS,Malaysia,Asia,2020-09-24,71,2.166,74.857,2.284,0,0,0.571,0.017,9605,0.293,9866,0.301,,,,,,,,0.008,131.8,people tested,10576,322.673,133,4.058,1534315,46.812,,
MYS,Malaysia,Asia,2020-09-25,111,3.387,77.143,2.354,0,0,0.429,0.013,11398,0.348,10175,0.31,,,,,,,,0.008,131.9,people tested,10687,326.06,133,4.058,1545713,47.16,,
MYS,Malaysia,Asia,2020-09-26,82,2.502,86,2.624,1,0.031,0.429,0.013,8587,0.262,10101,0.308,,,,,,,,0.009,117.5,people tested,10769,328.562,134,4.088,1554300,47.422,,
MYS,Malaysia,Asia,2020-09-27,150,4.576,100,3.051,1,0.031,0.571,0.017,7503,0.229,9981,0.305,,,,,,,,0.01,99.8,people tested,10919,333.138,135,4.119,1561803,47.651,,
MYS,Malaysia,Asia,2020-09-28,115,3.509,108.286,3.304,1,0.031,0.714,0.022,12975,0.396,10378,0.317,,,,,,,,0.01,95.8,people tested,11034,336.647,136,4.149,1574778,48.046,,
MYS,Malaysia,Asia,2020-09-29,101,3.082,111,3.387,0,0,0.571,0.017,15977,0.487,10914,0.333,,,,,,,,0.01,98.3,people tested,11135,339.728,136,4.149,1590755,48.534,,
MYS,Malaysia,Asia,2020-09-30,89,2.715,102.714,3.134,0,0,0.429,0.013,14279,0.436,11475,0.35,,,,,,,,0.009,111.7,people tested,11224,342.444,136,4.149,1605034,48.97,,
MYS,Malaysia,Asia,2020-10-01,260,7.933,129.714,3.958,0,0,0.429,0.013,13761,0.42,12069,0.368,,,,,,,,0.011,93,people tested,11484,350.376,136,4.149,1618795,49.389,,
MYS,Malaysia,Asia,2020-10-02,287,8.756,154.857,4.725,2,0.061,0.714,0.022,13422,0.41,12358,0.377,,,,,,,,0.013,79.8,people tested,11771,359.133,138,4.21,1632217,49.799,,
MYS,Malaysia,Asia,2020-10-03,317,9.672,188.429,5.749,1,0.031,0.714,0.022,13386,0.408,13043,0.398,,,,,,,,0.014,69.2,people tested,12088,368.804,139,4.241,1645603,50.207,,
MYS,Malaysia,Asia,2020-10-04,293,8.939,208.857,6.372,2,0.061,0.857,0.026,13960,0.426,13966,0.426,,,,,,,,0.015,66.9,people tested,12381,377.744,141,4.302,1659563,50.633,,
MYS,Malaysia,Asia,2020-10-05,432,13.18,254.143,7.754,3,0.092,1.143,0.035,16065,0.49,14407,0.44,,,,,,,,0.018,56.7,people tested,12813,390.924,144,4.393,1675628,51.123,,
MYS,Malaysia,Asia,2020-10-06,691,21.082,338.429,10.325,1,0.031,1.286,0.039,14218,0.434,14156,0.432,,,,,,,,0.024,41.8,people tested,13504,412.006,145,4.424,1689846,51.557,,
MYS,Malaysia,Asia,2020-10-07,489,14.919,395.571,12.069,3,0.092,1.714,0.052,17779,0.542,14656,0.447,,,,,,,,0.027,37.1,people tested,13993,426.926,148,4.515,1707625,52.1,,
MYS,Malaysia,Asia,2020-10-08,375,11.441,412,12.57,5,0.153,2.429,0.074,20820,0.635,15664,0.478,,,,,,,,0.026,38,people tested,14368,438.367,153,4.668,1728445,52.735,,
MYS,Malaysia,Asia,2020-10-09,354,10.801,421.571,12.862,4,0.122,2.714,0.083,19416,0.592,16521,0.504,,,,,,,,0.026,39.2,people tested,14722,449.167,157,4.79,1747861,53.327,,
MYS,Malaysia,Asia,2020-10-10,374,11.411,429.714,13.111,3,0.092,3,0.092,18375,0.561,17233,0.526,,,,,,,,0.025,40.1,people tested,15096,460.578,160,4.882,1766236,53.888,,
MYS,Malaysia,Asia,2020-10-11,561,17.116,468,14.279,3,0.092,3.143,0.096,18012,0.55,17812,0.543,,,,,,,,0.026,38.1,people tested,15657,477.694,163,4.973,1784248,54.437,,
MYS,Malaysia,Asia,2020-10-12,563,17.177,486.714,14.85,3,0.092,3.143,0.096,19709,0.601,18333,0.559,,,,,,,,0.027,37.7,people tested,16220,494.871,166,5.065,1803957,55.039,,
MYS,Malaysia,Asia,2020-10-13,660,20.137,482.286,14.715,4,0.122,3.571,0.109,21921,0.669,19433,0.593,,,,,,,,0.025,40.3,people tested,16880,515.008,170,5.187,1825878,55.707,,
MYS,Malaysia,Asia,2020-10-14,660,20.137,506.714,15.46,4,0.122,3.714,0.113,22334,0.681,20084,0.613,,,,,,,,0.025,39.6,people tested,17540,535.144,174,5.309,1848212,56.389,,
MYS,Malaysia,Asia,2020-10-15,589,17.97,537.286,16.393,2,0.061,3.286,0.1,25390,0.775,20737,0.633,,,,,,,,0.026,38.6,people tested,18129,553.115,176,5.37,1873602,57.163,,
MYS,Malaysia,Asia,2020-10-16,629,19.191,576.571,17.591,6,0.183,3.571,0.109,22548,0.688,21184,0.646,,,,,,,,0.027,36.7,people tested,18758,572.306,182,5.553,1896150,57.851,,
MYS,Malaysia,Asia,2020-10-17,869,26.513,647.286,19.749,6,0.183,4,0.122,21393,0.653,21615,0.659,,,,,,,,0.03,33.4,people tested,19627,598.819,188,5.736,1917543,58.504,,
MYS,Malaysia,Asia,2020-10-18,871,26.574,691.571,21.1,2,0.061,3.857,0.118,22733,0.694,22290,0.68,,,,,,,,0.031,32.2,people tested,20498,625.393,190,5.797,1940276,59.198,,
MYS,Malaysia,Asia,2020-10-19,865,26.391,734.714,22.416,7,0.214,4.429,0.135,20994,0.641,22473,0.686,,,,,,,,0.033,30.6,people tested,21363,651.784,197,6.01,1961270,59.838,,
MYS,Malaysia,Asia,2020-10-20,862,26.3,763.571,23.297,4,0.122,4.429,0.135,21456,0.655,22407,0.684,,,,,,,,0.034,29.3,people tested,22225,678.084,201,6.132,1982726,60.493,,
MYS,Malaysia,Asia,2020-10-21,732,22.333,773.857,23.61,7,0.214,4.857,0.148,19253,0.587,21967,0.67,,,,,,,,0.035,28.4,people tested,22957,700.417,208,6.346,2001979,61.08,,
MYS,Malaysia,Asia,2020-10-22,847,25.842,810.714,24.735,11,0.336,6.143,0.187,27549,0.841,22275,0.68,,,,,,,,0.036,27.5,people tested,23804,726.259,219,6.682,2029528,61.921,,
MYS,Malaysia,Asia,2020-10-23,710,21.662,822.286,25.088,9,0.275,6.571,0.2,28435,0.868,23116,0.705,,,,,,,,0.036,28.1,people tested,24514,747.921,228,6.956,2057963,62.788,,
MYS,Malaysia,Asia,2020-10-24,1228,37.466,873.571,26.653,3,0.092,6.143,0.187,29461,0.899,24269,0.74,,,,,,,,0.036,27.8,people tested,25742,785.387,231,7.048,2087424,63.687,,
MYS,Malaysia,Asia,2020-10-25,823,25.11,866.714,26.443,6,0.183,6.714,0.205,27114,0.827,24895,0.76,,,,,,,,0.035,28.7,people tested,26565,810.497,237,7.231,2114538,64.514,,
MYS,Malaysia,Asia,2020-10-26,1240,37.832,920.286,28.078,2,0.061,6,0.183,29495,0.9,26109,0.797,,,,,,,,0.035,28.4,people tested,27805,848.329,239,7.292,2144033,65.414,,
MYS,Malaysia,Asia,2020-10-27,835,25.476,916.429,27.96,2,0.061,5.714,0.174,29495,0.9,27257,0.832,,,,,,,,0.034,29.7,people tested,28640,873.805,241,7.353,2173528,66.314,,
MYS,Malaysia,Asia,2020-10-28,801,24.438,926.286,28.261,10,0.305,6.143,0.187,38807,1.184,30051,0.917,,,,,,,,0.031,32.4,people tested,29441,898.243,251,7.658,2212335,67.498,,
MYS,Malaysia,Asia,2020-10-29,649,19.801,898,27.398,4,0.122,5.143,0.157,37590,1.147,31485,0.961,,,,,,,,0.029,35.1,people tested,30090,918.044,255,7.78,2249925,68.645,,
MYS,Malaysia,Asia,2020-10-30,799,24.377,910.714,27.786,3,0.092,4.286,0.131,27350,0.834,31330,0.956,,,,,,,,0.029,34.4,people tested,30889,942.422,258,7.872,2277275,69.48,,
MYS,Malaysia,Asia,2020-10-31,659,20.106,829.429,25.306,5,0.153,4.571,0.139,22307,0.681,30308,0.925,,,,,,,,0.027,36.5,people tested,31548,962.528,263,8.024,2299582,70.16,,
MYS,Malaysia,Asia,2020-11-01,957,29.198,848.571,25.89,3,0.092,4.143,0.126,23285,0.71,29761,0.908,,,,,,,,0.029,35.1,people tested,32505,991.726,266,8.116,2322867,70.871,,
MYS,Malaysia,Asia,2020-11-02,834,25.445,790.571,24.12,2,0.061,4.143,0.126,24652,0.752,29069,0.887,,,,,,,,0.027,36.8,people tested,33339,1017.171,268,8.177,2347519,71.623,,
MYS,Malaysia,Asia,2020-11-03,1054,32.157,821.857,25.075,2,0.061,4.143,0.126,36141,1.103,30019,0.916,,,,,,,,0.027,36.5,people tested,34393,1049.329,270,8.238,2383660,72.725,,
MYS,Malaysia,Asia,2020-11-04,1032,31.486,854.857,26.082,1,0.031,2.857,0.087,33074,1.009,29200,0.891,,,,,,,,0.029,34.2,people tested,35425,1080.815,271,8.268,2416734,73.734,,
MYS,Malaysia,Asia,2020-11-05,1009,30.785,906.286,27.651,6,0.183,3.143,0.096,44044,1.344,30122,0.919,,,,,,,,0.03,33.2,people tested,36434,1111.599,277,8.451,2460778,75.078,,
MYS,Malaysia,Asia,2020-11-06,1755,53.545,1042.857,31.818,2,0.061,3,0.092,33475,1.021,30997,0.946,,,,,,,,0.034,29.7,people tested,38189,1165.144,279,8.512,2494253,76.1,,
MYS,Malaysia,Asia,2020-11-07,1168,35.636,1115.571,34.036,3,0.092,2.714,0.083,23940,0.73,31230,0.953,,,,,,,,0.036,28,people tested,39357,1200.78,282,8.604,2518193,76.83,,
MYS,Malaysia,Asia,2020-11-08,852,25.994,1100.571,33.578,4,0.122,2.857,0.087,21861,0.667,31027,0.947,,,,,,,,0.035,28.2,people tested,40209,1226.774,286,8.726,2540054,77.497,,
MYS,Malaysia,Asia,2020-11-09,972,29.656,1120.286,34.18,8,0.244,3.714,0.113,24575,0.75,31016,0.946,,,,,,,,0.036,27.7,people tested,41181,1256.43,294,8.97,2564629,78.247,,
MYS,Malaysia,Asia,2020-11-10,869,26.513,1093.857,33.374,6,0.183,4.286,0.131,26185,0.799,29593,0.903,,,,,,,,0.037,27.1,people tested,42050,1282.943,300,9.153,2590814,79.046,,
MYS,Malaysia,Asia,2020-11-11,822,25.079,1063.857,32.458,2,0.061,4.429,0.135,29648,0.905,29104,0.888,,,,,,,,0.037,27.4,people tested,42872,1308.022,302,9.214,2620462,79.95,,
MYS,Malaysia,Asia,2020-11-12,919,28.039,1051,32.066,1,0.031,3.714,0.113,38237,1.167,28274,0.863,,,,,,,,0.037,26.9,people tested,43791,1336.061,303,9.245,2658699,81.117,,
MYS,Malaysia,Asia,2020-11-13,1304,39.785,986.571,30.1,1,0.031,3.571,0.109,38510,1.175,28994,0.885,,,,,,,,0.034,29.4,people tested,45095,1375.846,304,9.275,2697209,82.292,,
MYS,Malaysia,Asia,2020-11-14,1114,33.988,978.857,29.865,2,0.061,3.429,0.105,31868,0.972,30126,0.919,,,,,,,,0.032,30.8,people tested,46209,1409.834,306,9.336,2729077,83.264,,
MYS,Malaysia,Asia,2020-11-15,1208,36.856,1029.714,31.417,3,0.092,3.286,0.1,23129,0.706,30307,0.925,,,,,,,,0.034,29.4,people tested,47417,1446.69,309,9.428,2752206,83.97,,
MYS,Malaysia,Asia,2020-11-16,1103,33.652,1048.429,31.988,4,0.122,2.714,0.083,21987,0.671,29938,0.913,,,,,,,,0.035,28.6,people tested,48520,1480.343,313,9.55,2774193,84.64,,
MYS,Malaysia,Asia,2020-11-17,1210,36.917,1097.143,33.474,5,0.153,2.571,0.078,28200,0.86,30226,0.922,,,,,,,,0.036,27.5,people tested,49730,1517.26,318,9.702,2802393,85.501,,
MYS,Malaysia,Asia,2020-11-18,660,20.137,1074,32.768,4,0.122,2.857,0.087,29571,0.902,30215,0.922,,,,,,,,0.036,28.1,people tested,50390,1537.396,322,9.824,2831964,86.403,,
MYS,Malaysia,Asia,2020-11-19,1290,39.358,1127,34.385,4,0.122,3.286,0.1,23479,0.716,28106,0.858,,,,,,,,0.04,24.9,people tested,51680,1576.754,326,9.946,2855443,87.119,,
MYS,Malaysia,Asia,2020-11-20,958,29.229,1077.571,32.877,3,0.092,3.571,0.109,22956,0.7,25884,0.79,,,,,,,,0.042,24,people tested,52638,1605.983,329,10.038,2878399,87.82,,
MYS,Malaysia,Asia,2020-11-21,1041,31.761,1067.143,32.558,3,0.092,3.714,0.113,23023,0.702,24621,0.751,,,,,,,,0.043,23.1,people tested,53679,1637.743,332,10.129,2901422,88.522,,
MYS,Malaysia,Asia,2020-11-22,1096,33.439,1051.143,32.07,3,0.092,3.714,0.113,16786,0.512,23715,0.724,,,,,,,,0.044,22.6,people tested,54775,1671.182,335,10.221,2918208,89.034,,
MYS,Malaysia,Asia,2020-11-23,1884,57.481,1162.714,35.474,2,0.061,3.429,0.105,19285,0.588,23329,0.712,,,,,,,,0.05,20.1,people tested,56659,1728.663,337,10.282,2937493,89.623,,
MYS,Malaysia,Asia,2020-11-24,2188,66.756,1302.429,39.737,4,0.122,3.286,0.1,22233,0.678,22476,0.686,,,,,,,,0.058,17.3,people tested,58847,1795.419,341,10.404,2959726,90.301,,
MYS,Malaysia,Asia,2020-11-25,970,29.595,1346.714,41.088,4,0.122,3.286,0.1,23250,0.709,21573,0.658,,,,,,,,0.062,16,people tested,59817,1825.014,345,10.526,2982976,91.01,,
MYS,Malaysia,Asia,2020-11-26,935,28.527,1296,39.541,3,0.092,3.143,0.096,24611,0.751,21735,0.663,,,,,,,,0.06,16.8,people tested,60752,1853.54,348,10.617,3007587,91.761,,
MYS,Malaysia,Asia,2020-11-27,1109,33.836,1317.571,40.199,2,0.061,3,0.092,22074,0.673,21609,0.659,,,,,,,,0.061,16.4,people tested,61861,1887.376,350,10.678,3029661,92.435,,
MYS,Malaysia,Asia,2020-11-28,1315,40.121,1356.714,41.393,4,0.122,3.143,0.096,18047,0.551,20898,0.638,,,,,,,,0.065,15.4,people tested,63176,1927.496,354,10.801,3047708,92.985,,
MYS,Malaysia,Asia,2020-11-29,1309,39.938,1387.143,42.322,3,0.092,3.143,0.096,21949,0.67,21636,0.66,,,,,,,,0.064,15.6,people tested,64485,1967.434,357,10.892,3069657,93.655,,
MYS,Malaysia,Asia,2020-11-30,1212,36.978,1291.143,39.393,3,0.092,3.286,0.1,20548,0.627,21816,0.666,,,,,,,,0.059,16.9,people tested,65697,2004.412,360,10.984,3090205,94.282,,
MYS,Malaysia,Asia,2020-12-01,1472,44.911,1188.857,36.272,2,0.061,3,0.092,23371,0.713,21979,0.671,,,,,,,,0.054,18.5,people tested,67169,2049.323,362,11.045,3113576,94.995,,
MYS,Malaysia,Asia,2020-12-02,851,25.964,1171.857,35.753,2,0.061,2.714,0.083,24723,0.754,22189,0.677,,,,,,,,0.053,18.9,people tested,68020,2075.287,364,11.106,3138299,95.749,,
MYS,Malaysia,Asia,2020-12-03,1075,32.798,1191.857,36.363,11,0.336,3.857,0.118,31729,0.968,23206,0.708,,,,,,,,0.051,19.5,people tested,69095,2108.085,375,11.441,3170028,96.717,,
MYS,Malaysia,Asia,2020-12-04,1141,34.812,1196.429,36.503,0,0,3.571,0.109,31114,0.949,24497,0.747,,,,,,,,0.049,20.5,people tested,70236,2142.897,375,11.441,3201142,97.667,,
MYS,Malaysia,Asia,2020-12-05,1123,34.263,1169,35.666,4,0.122,3.571,0.109,25654,0.783,25584,0.781,,,,,,,,0.046,21.9,people tested,71359,2177.159,379,11.563,3226796,98.449,,
MYS,Malaysia,Asia,2020-12-06,1335,40.731,1172.714,35.779,3,0.092,3.571,0.109,27547,0.84,26384,0.805,,,,,,,,0.044,22.5,people tested,72694,2217.89,382,11.655,3254343,99.29,,
MYS,Malaysia,Asia,2020-12-07,1600,48.816,1228.143,37.471,2,0.061,3.429,0.105,29850,0.911,27713,0.846,,,,,,,,0.044,22.6,people tested,74294,2266.706,384,11.716,3284193,100.201,,
MYS,Malaysia,Asia,2020-12-08,1012,30.876,1162.429,35.466,4,0.122,3.714,0.113,45354,1.384,30853,0.941,,,,,,,,0.038,26.5,people tested,75306,2297.582,388,11.838,3329547,101.584,,
MYS,Malaysia,Asia,2020-12-09,959,29.259,1177.857,35.936,5,0.153,4.143,0.126,50103,1.529,34479,1.052,,,,,,,,0.034,29.3,people tested,76265,2326.841,393,11.99,3379650,103.113,,
MYS,Malaysia,Asia,2020-12-10,2234,68.159,1343.429,40.988,3,0.092,3,0.092,47096,1.437,36674,1.119,,,,,,,,0.037,27.3,people tested,78499,2395,396,12.082,3426746,104.55,,
MYS,Malaysia,Asia,2020-12-11,1810,55.223,1439,43.904,6,0.183,3.857,0.118,39875,1.217,37926,1.157,,,,,,,,0.038,26.4,people tested,80309,2450.223,402,12.265,3466621,105.766,,
MYS,Malaysia,Asia,2020-12-12,1937,59.098,1555.286,47.452,9,0.275,4.571,0.139,32469,0.991,38899,1.187,,,,,,,,0.04,25,people tested,82246,2509.321,411,12.54,3499090,106.757,,
MYS,Malaysia,Asia,2020-12-13,1229,37.497,1540.143,46.99,4,0.122,4.714,0.144,33130,1.011,39697,1.211,,,,,,,,0.039,25.8,people tested,83475,2546.818,415,12.662,3532220,107.768,,
MYS,Malaysia,Asia,2020-12-14,1371,41.829,1507.429,45.992,4,0.122,5,0.153,41798,1.275,41404,1.263,,,,,,,,0.036,27.5,people tested,84846,2588.647,419,12.784,3574018,109.043,,
MYS,Malaysia,Asia,2020-12-15,1772,54.064,1616,49.304,3,0.092,4.857,0.148,46323,1.413,41542,1.267,,,,,,,,0.039,25.7,people tested,86618,2642.711,422,12.875,3620341,110.456,,
MYS,Malaysia,Asia,2020-12-16,1295,39.51,1664,50.769,7,0.214,5.143,0.157,53979,1.647,42096,1.284,,,,,,,,0.04,25.3,people tested,87913,2682.221,429,13.089,3674320,112.103,,
MYS,Malaysia,Asia,2020-12-17,1220,37.222,1519.143,46.349,3,0.092,5.143,0.157,51640,1.576,42745,1.304,,,,,,,,0.036,28.1,people tested,89133,2719.443,432,13.18,3725960,113.679,,
MYS,Malaysia,Asia,2020-12-18,1683,51.348,1501,45.795,0,0,4.286,0.131,51276,1.564,44374,1.354,,,,,,,,0.034,29.6,people tested,90816,2770.791,432,13.18,3777236,115.243,,
MYS,Malaysia,Asia,2020-12-19,1153,35.178,1389,42.378,1,0.031,3.143,0.096,40901,1.248,45578,1.391,,,,,,,,0.03,32.8,people tested,91969,2805.969,433,13.211,3818137,116.491,,
MYS,Malaysia,Asia,2020-12-20,1340,40.883,1404.857,42.862,4,0.122,3.143,0.096,35411,1.08,45904,1.401,,,,,,,,0.031,32.7,people tested,93309,2846.853,437,13.333,3853548,117.572,,
MYS,Malaysia,Asia,2020-12-21,2018,61.569,1497.286,45.682,1,0.031,2.714,0.083,42398,1.294,45990,1.403,,,,,,,,0.033,30.7,people tested,95327,2908.422,438,13.363,3895946,118.865,,
MYS,Malaysia,Asia,2020-12-22,2062,62.912,1538.714,46.946,1,0.031,2.429,0.074,51412,1.569,46717,1.425,,,,,,,,0.033,30.4,people tested,97389,2971.333,439,13.394,3947358,120.434,,
MYS,Malaysia,Asia,2020-12-23,1348,41.127,1546.286,47.177,5,0.153,2.143,0.065,50804,1.55,46263,1.411,,,,,,,,0.033,29.9,people tested,98737,3012.461,444,13.546,3998162,121.984,,
MYS,Malaysia,Asia,2020-12-24,1581,48.236,1597.857,48.751,2,0.061,2,0.061,49006,1.495,45887,1.4,,,,,,,,0.035,28.7,people tested,100318,3060.697,446,13.607,4047168,123.479,,
MYS,Malaysia,Asia,2020-12-25,1247,38.046,1535.571,46.85,3,0.092,2.429,0.074,34643,1.057,43511,1.328,,,,,,,,0.035,28.3,people tested,101565,3098.743,449,13.699,4081811,124.536,,
MYS,Malaysia,Asia,2020-12-26,2335,71.241,1704.429,52.002,2,0.061,2.571,0.078,32396,0.988,42296,1.29,,,,,,,,0.04,24.8,people tested,103900,3169.984,451,13.76,4114207,125.524,,
MYS,Malaysia,Asia,2020-12-27,1196,36.49,1683.857,51.374,1,0.031,2.143,0.065,32972,1.006,41947,1.28,,,,,,,,0.04,24.9,people tested,105096,3206.473,452,13.79,4147179,126.53,,
MYS,Malaysia,Asia,2020-12-28,1594,48.633,1623.286,49.526,3,0.092,2.429,0.074,32981,1.006,40602,1.239,,,,,,,,0.04,25,people tested,106690,3255.106,455,13.882,4180160,127.536,,
MYS,Malaysia,Asia,2020-12-29,1925,58.732,1603.714,48.929,2,0.061,2.571,0.078,47433,1.447,40034,1.221,,,,,,,,0.04,25,people tested,108615,3313.838,457,13.943,4227593,128.984,,
MYS,Malaysia,Asia,2020-12-30,1870,57.054,1678.286,51.204,6,0.183,2.714,0.083,47301,1.443,39533,1.206,,,,,,,,0.042,23.6,people tested,110485,3370.892,463,14.126,4274894,130.427,,
MYS,Malaysia,Asia,2020-12-31,2525,77.038,1813.143,55.319,8,0.244,3.571,0.109,42547,1.298,38610,1.178,,,,,,,,0.047,21.3,people tested,113010,3447.929,471,14.37,4317441,131.725,,
MYS,Malaysia,Asia,2021-01-01,2068,63.095,1930.429,58.897,3,0.092,3.571,0.109,39641,1.209,39324,1.2,,,,,,,,0.049,20.4,people tested,115078,3511.024,474,14.462,4357082,132.934,,
MYS,Malaysia,Asia,2021-01-02,2295,70.02,1924.714,58.723,9,0.275,4.571,0.139,45237,1.38,41159,1.256,,,,,,,,0.047,21.4,people tested,117373,3581.044,483,14.736,4402319,134.315,,
MYS,Malaysia,Asia,2021-01-03,1704,51.989,1997.286,60.937,11,0.336,6,0.183,36605,1.117,41678,1.272,,,,,,,,0.048,20.9,people tested,119077,3633.033,494,15.072,4438924,135.431,,
MYS,Malaysia,Asia,2021-01-04,1741,53.118,2018.286,61.578,7,0.214,6.571,0.2,45961,1.402,43532,1.328,,,,,,,,0.046,21.6,people tested,120818,3686.151,501,15.285,4484885,136.834,,
MYS,Malaysia,Asia,2021-01-05,2027,61.844,2032.857,62.022,11,0.336,7.857,0.24,63252,1.93,45792,1.397,,,,,,,,0.044,22.5,people tested,122845,3747.995,512,15.621,4548137,138.763,,
MYS,Malaysia,Asia,2021-01-06,2593,79.112,2136.143,65.174,1,0.031,7.143,0.218,65204,1.989,48350,1.475,,,,,,,,0.044,22.6,people tested,125438,3827.107,513,15.652,4613341,140.753,,
MYS,Malaysia,Asia,2021-01-07,3027,92.354,2207.857,67.362,8,0.244,7.143,0.218,75186,2.294,53012,1.617,,,,,,,,0.042,24,people tested,128465,3919.46,521,15.896,4688527,143.047,,
MYS,Malaysia,Asia,2021-01-08,2643,80.638,2290,69.868,16,0.488,9,0.275,73406,2.24,57836,1.765,,,,,,,,0.04,25.3,people tested,131108,4000.098,537,16.384,4761933,145.286,,
MYS,Malaysia,Asia,2021-01-09,2451,74.78,2312.286,70.548,5,0.153,8.429,0.257,70817,2.161,61490,1.876,,,,,,,,0.038,26.6,people tested,133559,4074.878,542,16.536,4832750,147.447,,
MYS,Malaysia,Asia,2021-01-10,2433,74.231,2416.429,73.725,9,0.275,8.143,0.248,62773,1.915,65228,1.99,,,,,,,,0.037,27,people tested,135992,4149.109,551,16.811,4895523,149.362,,
